,epoch,train_loss,val_loss
0,1,4749.919965744019,0.0
1,2,2875.142189025879,0.0
2,3,2765.0644059181213,0.0
3,4,2286.0899403095245,0.0
4,5,2473.819703578949,0.0
5,6,2983.7012820243835,0.0
6,7,2713.5741362571716,0.0
7,8,2442.8587970733643,0.0
8,9,2350.9601669311523,0.0
9,10,2638.409339904785,1838.2200350761414
10,11,2978.214056968689,0.0
11,12,2616.5147683620453,0.0
12,13,2921.3284180164337,0.0
13,14,3219.807810306549,0.0
14,15,3593.8064403533936,0.0
15,16,3092.8020911216736,0.0
16,17,3384.3313360214233,0.0
17,18,2565.77503490448,0.0
18,19,2750.875964641571,0.0
19,20,2785.262384414673,2772.2869222164154
20,21,3321.076840877533,0.0
21,22,3014.5926899909973,0.0
22,23,2891.078679561615,0.0
23,24,3186.9189126491547,0.0
24,25,2907.3496866226196,0.0
25,26,2852.2799565792084,0.0
26,27,3377.241369485855,0.0
27,28,3353.39835357666,0.0
28,29,2897.058089017868,0.0
29,30,3718.320806980133,2451.8790578842163
30,31,3220.476315498352,0.0
31,32,3320.467364549637,0.0
32,33,3242.3458766937256,0.0
33,34,3234.213968515396,0.0
34,35,2958.0994832515717,0.0
35,36,2860.2841715812683,0.0
36,37,3370.0636596679688,0.0
37,38,2850.222966194153,0.0
38,39,3349.016408443451,0.0
39,40,3565.244517326355,2934.273808479309
40,41,3550.123472213745,0.0
41,42,3284.5214924812317,0.0
42,43,3329.1128737926483,0.0
43,44,3420.1901755332947,0.0
44,45,3182.3416786193848,0.0
45,46,3066.7087943553925,0.0
46,47,3395.0033888816833,0.0
47,48,3456.5271759033203,0.0
48,49,2750.0092358589172,0.0
49,50,3105.772515773773,3727.2898664474487
