,epoch,train_loss,val_loss
0,1,3983.6895294189453,0.0
1,2,1578.5819916725159,0.0
2,3,1577.6752910614014,0.0
3,4,1628.4713616371155,0.0
4,5,1608.5065517425537,0.0
5,6,1403.4658861160278,0.0
6,7,1534.693251132965,0.0
7,8,1477.836672782898,0.0
8,9,1436.1806001663208,0.0
9,10,1433.6564095020294,1424.2590956687927
10,11,1418.2360231876373,0.0
11,12,1421.753026008606,0.0
12,13,1382.6410646438599,0.0
13,14,1527.1470274925232,0.0
14,15,1415.0306634902954,0.0
15,16,1372.685152053833,0.0
16,17,1426.4016568660736,0.0
17,18,1389.4966268539429,0.0
18,19,1345.0103707313538,0.0
19,20,1452.1974716186523,1956.3048748970032
20,21,1789.7742490768433,0.0
21,22,1413.6787822246552,0.0
22,23,1432.8488869667053,0.0
23,24,1378.9577441215515,0.0
24,25,1468.6952409744263,0.0
25,26,1355.9316382408142,0.0
26,27,1422.23499584198,0.0
27,28,1441.7342400550842,0.0
28,29,1378.5606832504272,0.0
29,30,1377.0627708435059,1367.3387150764465
30,31,1411.5148975849152,0.0
31,32,1406.722109079361,0.0
32,33,1405.056336402893,0.0
33,34,1365.9038019180298,0.0
34,35,1369.8695368766785,0.0
35,36,1368.2473516464233,0.0
36,37,1338.5362725257874,0.0
37,38,1370.5653808116913,0.0
38,39,1310.220520734787,0.0
39,40,1435.2677006721497,1391.1941976547241
40,41,1376.4969928264618,0.0
41,42,1397.4767413139343,0.0
42,43,1407.4192082881927,0.0
43,44,1412.262894153595,0.0
44,45,1346.5693578720093,0.0
45,46,1414.6073668003082,0.0
46,47,1367.4451370239258,0.0
47,48,1377.4515404701233,0.0
48,49,1396.8526647090912,0.0
49,50,1401.180875301361,1356.6175875663757
50,51,1467.6185097694397,0.0
51,52,1360.9058201313019,0.0
52,53,1342.5529482364655,0.0
53,54,1396.6194338798523,0.0
54,55,1384.2045922279358,0.0
55,56,1393.0589983463287,0.0
56,57,1351.2662916183472,0.0
57,58,1311.7392406463623,0.0
58,59,1365.1284708976746,0.0
59,60,1361.7632167339325,1351.4719014167786
60,61,1333.8116571903229,0.0
61,62,1370.5463654994965,0.0
62,63,1372.8055741786957,0.0
63,64,1323.662785768509,0.0
64,65,1354.689269065857,0.0
65,66,1324.4912049770355,0.0
66,67,1280.0422043800354,0.0
67,68,1372.8226761817932,0.0
68,69,1320.5893716812134,0.0
69,70,1375.1588039398193,1337.9266574382782
70,71,1293.4318871498108,0.0
71,72,1308.7855651378632,0.0
72,73,1289.271311044693,0.0
73,74,1319.7951340675354,0.0
74,75,1331.2690255641937,0.0
75,76,1333.478034734726,0.0
76,77,1334.720869064331,0.0
77,78,1361.8321504592896,0.0
78,79,1349.698178768158,0.0
79,80,1245.703446149826,1321.9591286182404
80,81,1368.9035897254944,0.0
81,82,1326.7431874275208,0.0
82,83,1388.1984329223633,0.0
83,84,1335.4224181175232,0.0
84,85,1349.2486872673035,0.0
85,86,1392.557068824768,0.0
86,87,1329.0891046524048,0.0
87,88,1305.7226343154907,0.0
88,89,1335.86079788208,0.0
89,90,1383.7047324180603,1346.1385073661804
90,91,1330.1206755638123,0.0
91,92,1316.5438830852509,0.0
92,93,1350.9893379211426,0.0
93,94,1307.2870087623596,0.0
94,95,1320.6360359191895,0.0
95,96,1320.7533111572266,0.0
96,97,1350.5592625141144,0.0
97,98,1349.9745631217957,0.0
98,99,1313.8122901916504,0.0
99,100,1345.22074508667,1316.3276040554047
